Player Name,Team,Pos,Games,G,A,Pts,+/-,PIM,SOG,GWG,PPG,PPA,SHG,SHA,Hits,BS
Simon Holmstrom,NYI,RW,50,6,3,9,-4,0,39,2,0,0,0,0,9,22
Tanner Jeannot,TB,LW,76,6,12,18,-7,107,107,1,0,0,0,1,290,62
Michael Pezzetta,MON,C,61,6,7,13,-3,75,65,0,0,1,0,0,231,26
Evan Bouchard,EDM,D,80,6,32,38,5,28,152,0,1,11,0,1,94,72
Liam Foudy,CLS,C,59,6,7,13,-26,8,61,0,0,0,0,0,60,18
Fabian Zetterlund,SJ,LW,65,6,17,23,-5,12,117,1,1,2,0,0,52,19
Emil Bemstrom,CLS,C,52,6,15,21,-10,6,88,0,2,3,0,0,16,19
Adam Ruzicka,CGY,C,44,6,14,20,-1,8,64,2,2,4,0,0,28,8
Mikey Anderson,LA,D,76,5,15,20,21,40,89,1,1,0,0,1,162,129
Sebastian Aho,NYI,D,70,5,17,22,9,22,89,0,0,1,0,0,38,67
Adam Boqvist,CLS,D,43,5,17,22,-14,8,67,1,0,9,0,0,23,43
Zach Whitecloud,VGK,D,59,5,7,12,10,41,64,1,0,0,0,0,90,97
Axel Jonsson-Fjallby,WPG,LW,49,5,8,13,-2,8,53,2,0,0,0,1,41,18
Mathieu Olivier,CLS,RW,66,5,10,15,-20,81,75,1,0,0,0,0,178,58
Pierre-Olivier Joseph,PIT,D,73,5,16,21,8,44,103,1,1,2,0,0,88,36
Timothy Liljegren,TOR,D,65,5,12,17,22,30,82,0,0,1,1,1,105,90
Philip Tomasino,NSH,C,29,5,13,18,5,6,51,0,4,2,0,0,27,16
Elmer Soderblom,DET,LW,21,5,3,8,0,8,30,2,0,0,0,0,21,11
Braden Schneider,NYR,D,80,5,13,18,10,16,79,1,0,0,0,0,145,127
Drew O'Connor,PIT,C,45,5,6,11,-3,12,61,0,0,0,0,0,61,14
Juuso Parssinen,NSH,LW,43,5,18,23,1,15,48,2,1,7,0,0,76,18
Pontus Holmberg,TOR,LW,37,5,8,13,0,18,27,2,1,0,0,0,24,18
Moritz Seider,DET,D,80,5,37,42,-8,40,138,1,1,14,1,1,199,188
Arber Xhekaj,MON,D,51,5,8,13,-9,101,75,0,2,1,0,0,159,46
A.J. Greer,BOS,LW,59,5,7,12,7,109,64,1,0,0,0,0,99,23
Kevin Stenlund,WPG,C,52,5,2,7,0,20,61,0,0,0,1,0,31,28
Rem Pitlick,MON,C,44,5,7,12,-16,18,29,1,1,0,0,0,23,17
Boris Katchouk,CHI,LW,56,5,11,16,-9,27,65,2,0,0,0,1,81,14
Andrew Peeke,CLS,D,77,5,6,11,-40,22,85,1,0,0,0,1,175,192
Luke Kunin,SJ,C,31,5,8,13,-9,32,58,0,2,2,0,0,63,27
Jesse Puljujarvi,CAR,RW,73,5,11,16,-15,32,123,1,0,0,0,0,138,25
Connor Clifton,BOS,D,76,5,17,22,20,58,91,0,0,0,1,0,203,117
Brett Pesce,CAR,D,80,5,25,30,12,43,141,2,1,3,0,2,34,108
Ryan Pulock,NYI,D,81,5,21,26,11,14,126,1,1,4,0,0,138,127
Ivan Provorov,PHI,D,80,5,19,24,-18,24,114,0,0,2,0,2,95,156
Patrick Maroon,TB,LW,78,5,9,14,-6,143,62,0,0,1,0,0,169,12
Ryan Reaves,MIN,RW,71,5,10,15,-4,36,47,0,0,0,0,0,193,22
Derek Stepan,CAR,C,73,5,6,11,8,8,98,0,0,0,0,1,29,21
Derek Forbort,BOS,D,54,5,7,12,12,23,38,2,0,0,2,0,106,88
Jeff Petry,PIT,D,59,5,24,29,3,24,108,0,2,6,0,0,185,107
Ben Chiarot,DET,D,74,5,14,19,-27,51,105,0,0,0,0,0,142,162
Jujhar Khaira,CHI,C,50,5,8,13,-11,31,54,0,1,1,1,0,107,39
Dylan DeMelo,WPG,D,73,5,22,27,9,48,90,0,0,0,1,2,118,98
Derek Grant,ANH,C,44,5,13,18,-4,24,68,0,0,2,0,0,35,26
Josh Leivo,STL,LW,51,4,12,16,0,25,91,0,0,0,0,0,55,13
Nick Seeler,PHI,D,76,4,10,14,1,54,83,0,0,0,0,1,124,157
Scott Harrington,ANH,D,45,4,7,11,-6,10,33,1,0,0,0,0,51,78
Teddy Blueger,VGK,C,61,4,12,16,-9,30,81,1,0,0,0,1,68,45
Morgan Rielly,TOR,D,63,4,37,41,-8,15,126,1,1,16,0,0,68,85
Brad Hunt,COL,D,45,4,5,9,3,12,45,0,0,0,0,0,15,9
Matt Dumba,MIN,D,77,4,10,14,-7,79,95,2,0,0,0,0,101,111
Matt Grzelcyk,BOS,D,73,4,22,26,47,28,101,2,0,0,0,0,50,77
Colton Parayko,STL,D,77,4,23,27,-20,30,130,1,0,2,0,1,115,141
Nick Jensen,WAS,D,75,4,23,27,-1,18,107,0,0,0,0,1,106,126
Mark Giordano,TOR,D,78,4,20,24,27,53,107,1,0,0,1,0,60,147
Kevin Shattenkirk,ANH,D,73,4,22,26,-21,56,141,0,1,7,0,0,77,112
Nicolas Aube-Kubel,WAS,C,51,4,8,12,2,40,66,0,0,0,0,0,114,9
Saku Maenalanen,WPG,LW,62,4,6,10,1,14,60,0,0,0,0,0,112,31
Josh Brown,ARI,D,67,4,3,7,-16,80,67,0,0,0,0,0,151,115
MacKenzie Weegar,CGY,D,80,4,26,30,12,43,157,1,0,3,0,1,185,114
Pierre-Edouard Bellemare,TB,C,71,4,9,13,-9,34,51,0,0,0,0,2,66,48
Patrick Brown,OTT,C,60,4,8,12,-2,44,59,0,0,0,1,0,164,42
Michael McLeod,NJ,C,80,4,22,26,6,43,90,1,0,0,0,1,127,51
Josh Mahura,FLA,D,81,4,12,16,17,48,78,1,0,0,0,0,101,69
John Marino,NJ,D,63,4,14,18,19,20,67,0,0,0,0,1,44,81
Mason Appleton,WPG,C,39,4,11,15,1,8,70,0,1,0,0,0,46,11
Caleb Jones,CHI,D,71,4,11,15,-20,36,85,1,1,3,0,0,114,116
Owen Power,BUF,D,76,4,31,35,11,24,124,1,0,8,0,1,26,84
Nils Aman,VAN,C,66,4,12,16,-10,18,49,1,0,0,0,2,41,39
Juraj Slafkovsky,MON,LW,39,4,6,10,-13,33,42,0,1,1,0,0,53,24
Nick Blankenburg,CLS,D,36,4,10,14,-16,16,50,1,0,4,0,0,61,49
Vasily Podkolzin,VAN,RW,39,4,3,7,-5,9,41,0,0,0,0,0,52,15
Reese Johnson,CHI,RW,55,4,2,6,-17,38,51,1,0,0,0,0,171,23
Jordan Harris,MON,D,65,4,13,17,-3,26,70,0,0,1,0,0,53,98
Jakub Lauko,BOS,C,22,4,2,6,0,11,17,1,0,0,0,0,43,6
Alexei Protas,WAS,C,56,4,11,15,-7,12,80,0,0,0,0,0,39,15
Cole Smith,NSH,LW,69,4,13,17,-3,60,64,1,0,0,0,2,198,25
Kaiden Guhle,MON,D,44,4,14,18,-19,27,48,0,0,0,0,0,84,77
Jake Sanderson,OTT,D,76,4,27,31,-6,12,125,0,2,14,0,0,43,144
Yegor Chinakhov,CLS,RW,30,4,9,13,-6,10,44,0,1,1,0,0,27,17
Juuso Valimaki,ARI,D,77,4,30,34,-11,59,93,1,1,11,0,0,52,97
Vitali Kravtsov,VAN,RW,44,4,4,8,3,10,43,0,1,2,0,0,28,15
Mikey Eyssimont,TB,C,52,4,10,14,3,59,119,0,0,0,0,0,106,19
Zack MacEwen,LA,C,55,4,6,10,-11,66,71,3,0,0,0,0,149,27
Nick Perbix,TB,D,67,4,15,19,9,20,109,2,0,0,0,0,70,63
Kiefer Sherwood,NSH,LW,30,4,6,10,4,30,54,0,0,1,0,0,101,12
Isac Lundestrom,ANH,LW,59,4,10,14,-13,2,58,0,0,0,1,0,20,39
Martin Kaut,SJ,RW,36,4,4,8,-4,4,44,1,1,0,0,0,23,5
Cole Guttman,CHI,C,14,4,2,6,1,2,26,1,0,0,0,0,4,8
Jack Studnicka,VAN,C,46,4,4,8,-10,16,62,1,0,0,0,0,56,18
Mario Ferraro,SJ,D,70,4,7,11,-30,24,64,0,0,1,0,0,128,142
Mackenzie Entwistle,CHI,RW,64,3,6,9,-14,14,47,0,0,1,0,0,120,26
Johnny Kovacevic,MON,D,75,3,12,15,2,39,92,0,0,0,0,0,91,82
Jonah Gadjovich,SJ,LW,35,3,4,7,-3,57,32,0,0,0,0,0,92,5
Rasmus Kupari,LA,C,65,3,12,15,-5,12,52,0,0,0,0,1,79,33
Filip Zadina,DET,RW,30,3,4,7,-5,10,51,2,0,0,0,0,22,15
Karson Kuhlman,WPG,C,46,3,4,7,-3,8,48,2,0,0,0,0,40,18
Jordan Gross,NSH,D,15,3,0,3,-3,2,24,0,1,0,0,0,10,16
Sean Walker,LA,D,69,3,10,13,-3,36,94,1,0,1,0,0,77,103
Jan Rutta,PIT,D,55,3,6,9,4,30,64,0,0,0,0,0,71,70
Nicolas Hague,VGK,D,79,3,13,16,7,51,103,1,0,0,0,0,114,128
Dylan Holloway,EDM,C,51,3,6,9,0,27,44,1,0,0,0,0,83,16
Tyson Foerster,PHI,RW,8,3,4,7,2,8,15,0,0,1,0,0,12,10
Justin Barron,MON,D,37,3,11,14,-3,18,39,1,1,1,0,0,47,34
Connor Mackey,ARI,D,29,3,4,7,-6,46,29,0,0,0,0,0,60,28
Quinton Byfield,LA,C,52,3,19,22,13,30,73,0,1,0,0,0,51,16
Alexander Holtz,NJ,RW,19,3,1,4,-6,8,21,0,2,0,0,0,6,4
Nikita Alexandrov,STL,C,28,3,4,7,0,8,28,0,0,0,0,0,28,13
Nils Hoglander,VAN,LW,25,3,6,9,-4,6,29,0,0,0,0,0,21,8
Jakob Pelletier,CGY,LW,23,3,4,7,-6,2,46,1,2,1,0,0,13,13
Calen Addison,MIN,D,61,3,26,29,-17,22,76,1,0,18,0,0,18,38
Simon Benoit,ANH,D,76,3,7,10,-28,60,80,0,0,0,0,0,212,125
Ben Meyers,COL,LW,37,3,0,3,-5,6,32,0,0,0,0,0,23,12
Marcus Bjork,CLS,D,33,3,8,11,-9,42,34,0,1,5,0,0,45,47
Cole Sillinger,CLS,C,64,3,8,11,-23,22,93,0,2,1,0,0,105,36
Mathieu Joseph,OTT,RW,55,3,15,18,5,36,66,0,1,2,2,1,78,26
Ethan Bear,VAN,D,59,3,13,16,7,23,74,1,0,0,0,1,38,82
Rudolfs Balcers,TB,LW,17,3,2,5,-1,4,24,0,0,0,0,0,7,4
Will Borgen,SEA,D,80,3,17,20,12,45,76,1,0,0,0,0,203,87
Anthony Richard,MON,C,13,3,2,5,2,6,13,1,0,0,0,0,25,3
Lane Pederson,CLS,C,27,3,3,6,-1,26,27,0,0,0,0,0,68,11
Jonas Siegenthaler,NJ,D,78,3,17,20,26,44,82,1,1,0,0,0,98,147
Brandon Carlo,BOS,D,73,3,13,16,42,38,90,0,0,0,0,2,124,115
Jeremy Lauzon,NSH,D,67,3,9,12,-11,66,77,0,0,0,0,1,250,75
Jansen Harkins,WPG,C,22,3,2,5,4,12,18,0,0,0,0,0,16,11
Dylan Gambrell,OTT,C,59,3,6,9,-4,23,45,0,0,0,0,2,58,44
Kieffer Bellows,PHI,LW,28,3,0,3,-8,6,32,1,0,0,0,0,48,10
Artem Zub,OTT,D,52,3,7,10,2,37,40,0,0,0,0,0,128,65
Dryden Hunt,CGY,LW,37,3,0,3,-10,24,23,0,0,0,0,0,100,4
Troy Stecher,CGY,D,80,3,11,14,-5,44,86,1,0,0,0,0,69,92
Carson Soucy,SEA,D,77,3,13,16,18,68,87,0,0,0,0,1,143,93
Rasmus Ristolainen,PHI,D,72,3,16,19,-5,32,83,0,1,3,1,2,157,141
Curtis Lazar,NJ,C,48,3,2,5,-5,14,55,0,0,0,0,0,136,51
Zach Werenski,CLS,D,13,3,5,8,-6,0,41,0,0,2,0,0,5,24
Austin Czarnik,DET,C,27,3,2,5,-3,8,25,0,0,1,0,0,14,12
Jacob Middleton,MIN,D,77,3,12,15,16,72,79,0,0,0,0,1,112,149
Ian Cole,TB,D,76,3,14,17,11,61,108,0,0,0,0,0,115,121
Max Pacioretty,CAR,LW,5,3,0,3,0,2,16,0,1,0,0,0,4,1
Luke Schenn,TOR,D,68,3,18,21,8,77,78,0,0,0,0,2,311,94
Ryan Suter,DAL,D,80,3,21,24,-2,26,89,1,0,4,0,1,81,109
Marc Staal,FLA,D,81,3,12,15,8,43,54,0,0,0,0,0,148,120
Dmitry Kulikov,PIT,D,65,3,13,16,-11,30,82,0,0,0,0,0,93,107
David Savard,MON,D,62,3,17,20,-14,40,63,1,0,0,0,1,61,176
Ben Hutton,VGK,D,29,3,5,8,1,6,51,0,0,1,0,0,16,31
Brett Kulak,EDM,D,80,3,17,20,14,41,113,0,0,0,0,3,104,103
Luke Glendening,DAL,C,69,3,3,6,-9,50,65,0,0,0,2,0,112,58
Chris Tierney,MON,C,34,3,6,9,-7,6,18,0,0,0,0,1,15,20
Jake McCabe,TOR,D,74,3,21,24,16,54,95,1,0,0,0,0,161,145
Lukas Sedlak,FA,C,30,3,5,8,4,12,44,0,0,0,0,1,58,31
Sam Carrick,ANH,C,51,3,4,7,-17,74,50,0,0,0,0,0,97,24
Jonas Brodin,MIN,D,59,3,11,14,14,30,89,0,0,0,0,2,50,128
Brenden Dillon,WPG,D,80,2,20,22,1,74,81,0,0,0,0,1,196,106
Josh Manson,COL,D,27,2,8,10,13,42,41,2,0,0,0,0,64,41
Colin Blackwell,CHI,C,53,2,8,10,-16,6,53,0,0,0,0,1,49,17
Joel Edmundson,MON,D,59,2,10,12,-26,49,69,0,0,0,0,1,111,148
Jonathan Drouin,MON,C,56,2,27,29,-16,18,69,0,0,9,0,0,27,22
Vinnie Hinostroza,BUF,RW,26,2,9,11,-1,6,38,1,0,0,0,1,1,7
Jayson Megna,ANH,LW,55,2,6,8,-21,6,36,0,0,0,0,0,47,23
Zac Dalpe,FLA,C,14,2,2,4,-4,2,17,0,0,0,0,0,15,6
Jarred Tinordi,CHI,D,44,2,6,8,-17,40,32,1,0,0,0,0,139,68
Radko Gudas,FLA,D,71,2,12,14,14,79,109,0,0,0,0,0,302,122
Jon Merrill,MIN,D,71,2,9,11,-1,34,42,0,0,0,0,0,44,102
Justin Holl,TOR,D,78,2,16,18,16,39,60,1,0,0,0,0,143,136
Nick Leddy,STL,D,76,2,21,23,3,20,78,1,0,0,0,0,43,93
Matt Irwin,WAS,D,59,2,3,5,-9,34,78,0,0,0,0,0,114,73
Robert Bortuzzo,STL,D,43,2,3,5,9,29,30,0,0,0,0,0,64,49
T.J. Brodie,TOR,D,56,2,12,14,11,12,57,0,0,0,0,1,46,109
Oliver Ekman-Larsson,VAN,D,54,2,20,22,-24,22,90,0,0,4,0,1,58,43
Calvin de Haan,CAR,D,53,2,10,12,7,20,51,0,0,0,0,0,84,49
Zack Kassian,ARI,RW,51,2,0,2,-18,50,25,0,0,0,0,0,32,8
Jack Johnson,COL,D,80,2,6,8,-17,28,88,0,0,0,0,2,111,121
Alexander Edler,LA,D,64,2,9,11,-1,34,56,1,0,0,0,0,106,104
Nick Holden,OTT,D,64,2,14,16,-1,10,69,0,0,0,0,1,79,68
Alec Martinez,VGK,D,75,2,11,13,26,29,72,1,0,0,0,0,48,241
Alex Goligoski,MIN,D,45,2,4,6,-8,16,63,2,0,1,0,0,32,65
Ryan McDonagh,NSH,D,69,2,17,19,14,22,75,1,0,0,0,0,63,159
Jake Evans,MON,LW,52,2,15,17,-5,28,53,0,1,0,0,1,26,36
Brendan Lemieux,PHI,LW,43,2,7,9,-3,74,42,0,0,0,0,0,128,14
Michael McCarron,NSH,C,30,2,1,3,-4,24,38,0,0,0,0,0,71,19
John Hayden,SEA,C,7,2,0,2,2,7,9,0,0,0,0,0,4,3
Zach Sanford,NSH,LW,14,2,1,3,-3,4,16,1,0,0,0,0,16,20
Nathan Walker,STL,C,54,2,8,10,10,25,43,1,0,0,0,0,80,33
Kyle Burroughs,VAN,D,46,2,1,3,-5,55,44,0,0,0,0,0,159,81
Jordan Oesterle,DET,D,50,2,9,11,-7,17,51,0,0,0,0,0,36,66
Ilya Lyubushkin,BUF,D,65,2,12,14,-3,38,41,1,0,0,1,1,96,94
Logan Brown,STL,C,30,2,4,6,-4,8,18,0,0,0,0,0,22,7
Dante Fabbro,NSH,D,77,2,9,11,0,48,98,0,0,1,0,0,111,125
Rasmus Asplund,NSH,C,44,2,6,8,-6,4,51,0,0,0,1,0,22,11
Erik Cernak,TB,D,69,2,14,16,8,53,87,0,0,0,1,1,208,99
Kyle Capobianco,WPG,D,13,2,0,2,2,6,13,1,0,0,0,0,10,5
Alexandre Carrier,NSH,D,43,2,7,9,0,27,48,1,0,0,0,0,57,67
Simon Edvinsson,DET,D,9,2,0,2,-7,12,5,0,0,0,0,0,11,8
William Eklund,SJ,LW,8,2,1,3,-5,6,18,0,0,1,0,0,7,6
Kevin Bahl,NJ,D,40,2,5,7,5,35,24,0,0,0,0,0,62,38
Alexander Romanov,NYI,D,76,2,20,22,13,43,100,0,0,0,0,1,198,129
Jack Drury,CAR,C,36,2,4,6,1,14,65,1,0,1,0,0,11,15
Cam York,PHI,D,52,2,17,19,-2,16,41,0,0,3,0,1,42,64
Samuel Bolduc,NYI,D,16,2,1,3,5,2,20,1,0,0,0,0,26,16
Samuel Fagemo,LA,LW,9,2,1,3,-4,0,5,0,0,0,0,0,5,6
Aatu Raty,VAN,C,15,2,1,3,0,4,16,0,0,0,0,0,19,5
Ridly Greig,OTT,C,20,2,7,9,1,12,30,0,0,3,0,0,33,3
Nick Robertson,TOR,LW,15,2,3,5,2,0,27,1,0,0,0,0,18,7
Conor Timmins,TOR,D,25,2,12,14,-1,8,18,1,0,4,0,0,21,18
Josh Norris,OTT,C,8,2,1,3,-1,6,15,0,0,0,0,0,7,6
Henri Jokiharju,BUF,D,57,2,10,12,-7,30,75,0,0,0,0,0,62,54
Cal Foote,NSH,D,48,2,4,6,4,61,39,0,0,0,0,0,55,49
Erik Brannstrom,OTT,D,73,2,16,18,5,36,74,0,0,1,0,0,48,101
Justin Danforth,CLS,RW,6,2,1,3,-3,4,10,0,0,0,0,0,7,1
Matt Luff,DET,RW,18,2,2,4,-3,0,20,0,0,0,0,0,22,8
Gavin Bayreuther,CLS,D,48,2,11,13,-17,23,58,0,0,1,0,0,52,69
Michael Carcone,ARI,C,9,2,1,3,3,2,15,0,0,0,0,0,16,1
Tanner Laczynski,PHI,C,30,2,2,4,-5,2,23,0,0,0,0,0,24,8
Dylan Samberg,WPG,D,61,2,6,8,9,23,48,0,0,0,0,1,89,91
Robin Salo,NYI,D,11,2,2,4,1,4,9,0,0,0,0,0,6,13
Daniil Miromanov,VGK,D,14,2,4,6,-6,2,22,0,1,2,0,0,7,13
Jacob Peterson,SJ,LW,10,2,6,8,-8,4,16,0,2,0,0,0,10,3
Samuel Walker,MIN,RW,8,1,0,1,0,0,7,0,0,0,0,0,2,1
Ian Mitchell,CHI,D,33,1,6,7,-9,6,24,0,0,1,0,0,16,36
Jack Rathbone,VAN,D,11,1,1,2,-1,2,12,0,0,0,0,0,7,7
Jacob Bryson,BUF,D,57,1,8,9,-24,8,27,0,0,0,0,1,31,69
Parker Kelly,OTT,C,55,1,3,4,-9,37,59,1,0,0,0,1,172,25
David Gust,CHI,RW,4,1,0,1,-2,2,7,0,0,0,0,0,3,1
Lawrence Pilut,BUF,D,17,1,2,3,-4,0,14,1,0,0,0,0,6,16
Ty Smith,PIT,D,9,1,3,4,3,4,27,0,0,3,0,0,19,4
Oskar Steen,BOS,C,3,1,0,1,0,0,5,0,0,0,0,0,3,0
Beck Malenstyn,WAS,C,7,1,1,2,1,2,6,1,0,0,0,0,22,4
Riley Stillman,BUF,D,48,1,7,8,-16,34,34,0,0,0,0,0,79,41
Radim Simek,SJ,D,42,1,1,2,-13,29,38,0,0,0,0,0,88,69
Gustav Lindstrom,DET,D,34,1,7,8,-14,16,18,0,0,0,0,0,35,30
Aleksi Heponiemi,FLA,LW,10,1,2,3,-1,2,6,0,0,0,0,0,2,1
Radim Zohorna,TOR,RW,10,1,0,1,-1,0,9,0,0,0,0,0,7,2
Nikita Okhotyuk,SJ,D,10,1,0,1,1,2,6,1,0,0,0,0,31,9
Zac Jones,NYR,D,16,1,1,2,-2,4,15,1,0,0,0,0,5,16
Lukas Rousek,BUF,LW,1,1,1,2,1,0,1,0,0,0,0,0,0,1
Nikita Nesterenko,ANH,LW,7,1,0,1,-3,0,16,0,0,0,0,0,5,0
Aidan McDonough,VAN,LW,4,1,0,1,0,0,3,0,0,0,0,0,5,2
